# Generated: 2026-04-17
# Source: e-Gov 法令API (https://laws.e-gov.go.jp/api/)
# Entries: 2078 laws
321CONSTITUTION	日本国憲法
431AC0000000003	森林環境税及び森林環境譲与税に関する法律
431AC0000000004	特別法人事業税及び特別法人事業譲与税に関する法律
431AC0000000017	農業用ため池の管理及び保全に関する法律
431AC0000000018	令和七年に開催される国際博覧会の準備及び運営のために必要な特別措置に関する法律
431AC0000000016	アイヌの人々の誇りが尊重される社会を実現するための施策の推進に関する法律
501AC0000000008	大学等における修学の支援に関する法律
501AC0000000015	表題部所有者不明土地の登記及び管理の適正化に関する法律
501AC1000000019	食品ロスの削減の推進に関する法律
501AC0100000033	死因究明等推進基本法
501AC0100000032	自殺対策の総合的かつ効果的な実施に資するための調査研究及びその成果の活用等の推進に関する法律
501AC1000000042	棚田地域振興法
501AC1000000050	愛玩動物看護師法
501AC1000000047	学校教育の情報化の推進に関する法律
501AC0100000049	視覚障害者等の読書環境の整備の推進に関する法律
501AC1000000048	日本語教育の推進に関する法律
501AC1000000055	ハンセン病元患者家族に対する補償金の支給等に関する法律
501AC0000000057	農林水産物及び食品の輸出の促進に関する法律
501AC1000000064	地域人口の急減に対処するための特定地域づくり事業の推進に関する法律
501AC1000000074	令和元年特定災害関連義援金に係る差押禁止等に関する法律
502AC0000000003	平成三十年度歳入歳出の決算上の剰余金の処理の特例に関する法律
502AC0000000018	文化観光拠点施設を中核とした地域における文化観光の推進に関する法律
502AC0000000022	家畜遺伝資源に係る不正競争の防止に関する法律
502AC1000000027	令和二年度特別定額給付金等に係る差押禁止等に関する法律
502AC0000000025	新型コロナウイルス感染症等の影響に対応するための国税関係法律の臨時特例に関する法律
502AC0000000032	地域における一般乗合旅客自動車運送事業及び銀行業に係る基盤的なサービスの提供の維持を図るための私的独占の禁止及び公正取引の確保に関する法律の特例に関する法律
502AC0000000037	特定高度情報通信技術活用システムの開発供給及び導入の促進に関する法律
502AC0000000038	特定デジタルプラットフォームの透明性及び公正性の向上に関する法律
502AC0000000053	聴覚障害者等による電話の利用の円滑化に関する法律
502AC1000000055	令和二年度ひとり親世帯臨時特別給付金等に係る差押禁止等に関する法律
502AC0000000054	新型コロナウイルス感染症等の影響に対応するための雇用保険法の臨時特例等に関する法律
502AC1000000056	防災重点農業用ため池に係る防災工事等の推進に関する特別措置法
502AC0000000060	賃貸住宅の管理業務等の適正化に関する法律
502AC1000000077	令和二年七月豪雨災害関連義援金に係る差押禁止等に関する法律
502AC0000000079	特定水産動植物等の国内流通の適正化等に関する法律
502AC1000000078	労働者協同組合法
502AC0100000076	生殖補助医療の提供等及びこれにより出生した子の親子関係に関する民法の特例に関する法律
503AC0000000004	令和元年度歳入歳出の決算上の剰余金の処理の特例に関する法律
503AC1000000019	過疎地域の持続的発展の支援に関する特別措置法
503AC1000000021	令和二年度子育て世帯生活支援特別給付金に係る差押禁止等に関する法律
503AC0000000025	相続等により取得した土地所有権の国庫への帰属に関する法律
503AC0000000032	取引デジタルプラットフォームを利用する消費者の利益の保護に関する法律
503AC0000000039	預貯金者の意思に基づく個人番号の利用による預貯金口座の管理等に関する法律
503AC0000000035	デジタル社会形成基本法
503AC0000000038	公的給付の支給等の迅速かつ確実な実施のための預貯金口座の登録等に関する法律
503AC0000000036	デジタル庁設置法
503AC0000000034	畜舎等の建築等及び利用の特例に関する法律
503AC0000000040	地方公共団体情報システムの標準化に関する法律
503AC1000000057	教育職員等による児童生徒性暴力等の防止等に関する法律
503AC0000000060	プラスチックに係る資源循環の促進等に関する法律
503AC1000000064	自然災害義援金に係る差押禁止等に関する法律
503AC1000000074	特定石綿被害建設業務労働者等に対する給付金等の支給に関する法律
503AC1000000079	災害時等における船舶を活用した医療提供体制の整備の推進に関する法律
503AC0000000081	医療的ケア児及びその家族に対する支援に関する法律
503AC1000000082	特定患者等の郵便等を用いて行う投票方法の特例に関する法律
503AC0000000080	中小事業主が行う事業に従事する者等の労働災害等に係る共済事業に関する法律
503AC1000000083	宇宙資源の探査及び開発に関する事業活動の促進に関する法律
503AC0000000084	重要施設周辺及び国境離島等における土地等の利用状況の調査及び利用の規制等に関する法律
503AC1000000085	令和三年度子育て世帯等臨時特別給付金に係る差押禁止等に関する法律
504AC0000000015	令和九年に開催される国際園芸博覧会の準備及び運営のために必要な特別措置に関する法律
504AC0000000014	二千二十五年日本国際博覧会政府代表の設置に関する臨時措置法
504AC0000000037	環境と調和のとれた食料システムの確立のための環境負荷低減事業活動の促進等に関する法律
504AC0000000039	情報通信技術を利用する方法による国の歳入等の納付に関する法律
504AC0000000043	経済施策を一体的に講ずることによる安全保障の確保の推進に関する法律
504AC0000000051	国際卓越研究大学の研究及び研究成果の活用のための体制の強化に関する法律
504AC0100000052	困難な問題を抱える女性への支援に関する法律
504AC0100000050	障害者による情報の取得及び利用並びに意思疎通に係る施策の推進に関する法律
504AC1000000064	令和四年度子育て世帯生活支援特別給付金に係る差押禁止等に関する法律
504AC1000000073	在外教育施設における教育の振興に関する法律
504AC0000000068	刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律
504AC1000000077	こども基本法
504AC0000000075	こども家庭庁設置法
504AC1000000078	性をめぐる個人の尊厳が重んぜられる社会の形成に資するために性行為映像制作物への出演に係る被害の防止を図り及び出演者の救済に資するための出演契約等に関する特則等に関する法律
504AC1000000079	令和四年度電力・ガス・食料品等価格高騰緊急支援給付金に係る差押禁止等に関する法律
504AC0000000084	地方公共団体の議会の議員及び長の選挙期日等の臨時特例に関する法律
504AC1000000098	令和四年度出産・子育て応援給付金に係る差押禁止等に関する法律
504AC0000000105	法人等による寄附の不当な勧誘の防止等に関する法律
505AC0000000016	調停による国際的な和解合意に関する国際連合条約の実施に関する法律
505AC0000000025	特定受託事業者に係る取引の適正化等に関する法律
505AC0000000032	脱炭素成長型経済構造への円滑な移行の推進に関する法律
505AC0000000041	日本語教育の適正かつ確実な実施を図るための日本語教育機関の認定等に関する法律
505AC1000000042	令和五年三月予備費使用及び令和五年度予算に係る子育て関連給付金に係る差押禁止等に関する法律
505AC0000000045	孤独・孤立対策推進法
505AC0000000046	国立健康危機管理研究機構法
505AC0000000054	防衛省が調達する装備品等の開発及び生産のための基盤の強化に関する法律
505AC1000000057	良質かつ適切なゲノム医療を国民が安心して受けられるようにするための施策の総合的かつ計画的な推進に関する法律
505AC1000000065	共生社会の実現を推進するための認知症基本法
505AC1000000064	令和五年三月予備費使用に係る低所得者世帯給付金に係る差押禁止等に関する法律
505AC0000000067	性的な姿態を撮影する行為等の処罰及び押収物に記録された性的な姿態の影像に係る電磁的記録の消去等に関する法律
505AC0000000069	我が国の防衛力の抜本的な強化等のために必要な財源の確保に関する特別措置法
505AC1000000068	性的指向及びジェンダーアイデンティティの多様性に関する国民の理解の増進に関する法律
505AC1000000081	物価高騰対策給付金に係る差押禁止等に関する法律
505AC0000000085	官報の発行に関する法律
505AC1000000089	特定不法行為等に係る被害者の迅速かつ円滑な救済に資するための日本司法支援センターの業務の特例並びに宗教法人による財産の処分及び管理の特例に関する法律
506AC0000000001	令和六年能登半島地震災害の被災者に係る所得税法及び災害被害者に対する租税の減免、徴収猶予等に関する法律の臨時特例に関する法律
506AC0000000011	二千二十七年国際園芸博覧会政府委員の設置に関する臨時措置法
506AC1000000010	令和六年度出産・子育て応援給付金に係る差押禁止等に関する法律
506AC1000000013	令和六年能登半島地震災害に係る住宅再建支援等給付金に係る差押禁止等に関する法律
506AC0000000018	地域における生物の多様性の増進のための活動の促進等に関する法律
506AC0000000027	重要経済安保情報の保護及び活用に関する法律
506AC0000000030	公益信託に関する法律
506AC0000000037	脱炭素成長型経済構造への円滑な移行のための低炭素水素等の供給及び利用の促進に関する法律
506AC0000000039	風力発電設備の設置等による電波の伝搬障害を回避し電波を用いた自衛隊等の円滑かつ安全な活動を確保するための措置に関する法律
506AC0000000038	二酸化炭素の貯留事業に関する法律
506AC0000000041	資源循環の促進のための再資源化事業等の高度化に関する法律
506AC0000000052	事業性融資の推進等に関する法律
506AC0000000058	スマートフォンにおいて利用される特定ソフトウェアに係る競争の促進に関する法律
506AC0000000061	食料供給困難事態対策法
506AC0000000063	農業の生産性の向上のためのスマート農業技術の活用の促進に関する法律
506AC0000000069	学校設置者等及び民間教育保育等事業者による児童対象性暴力等の防止等のための措置に関する法律
506AC1000000070	旧優生保護法に基づく優生手術等を受けた者等に対する補償金等の支給等に関する法律
507AC1000000003	政治資金監視委員会等の設置その他の政治資金の透明性を確保するための措置等に関する法律
507AC0000000026	日本国の自衛隊と我が国以外の締約国の軍隊との間における相互のアクセス及び協力の円滑化に関する日本国と我が国以外の締約国との間の協定の実施に関する法律
507AC0000000042	重要電子計算機に対する不正な行為による被害の防止に関する法律
507AC0000000049	民事裁判情報の活用の促進に関する法律
507AC0000000053	人工知能関連技術の研究開発及び活用の推進に関する法律
507AC0000000056	譲渡担保契約及び所有権留保契約に関する法律
507AC1000000061	貨物自動車運送事業の適正化のための体制の整備等の推進に関する法律
507AC0000000067	円滑な事業再生を図るための事業者の金融機関等に対する債務の調整の手続等に関する法律
507AC0000000070	日本学術会議法
507AC0000000075	盗難特定金属製物品の処分の防止等に関する法律
507AC0100000078	手話に関する施策の推進に関する法律
507AC0000000079	独立行政法人男女共同参画機構法
507AC1000000085	愛知・名古屋アジア競技大会及び愛知・名古屋アジアパラ競技大会に関する特別措置法
507AC1000000096	高次脳機能障害者支援法
508AC0000000010	農業構造転換の推進に必要な施策の集中的な実施の財源に充てるための日本中央競馬会の国庫納付金の納付に関する臨時措置法
